"bench","sel","suc","file","proc","IF","loop","IfNode","LoopNode","pIfNode","pLoopNode","psize","s","sall","fakesel"
"aaparmeggiani--pg_tail",21,1,1,2,0,0,0,0,4,2,39,2,2,20
"aaparmeggiani--pg_tail",21,1,1,2,0,0,0,0,2,3,38,2,2,20
"aaparmeggiani--pg_tail",18,1,1,2,0,0,0,0,3,3,38,2,2,20
"aaparmeggiani--pg_tail",21,1,1,3,0,0,0,0,3,2,37,2,2,20
"aaparmeggiani--pg_tail",19,1,1,2,0,0,0,0,3,3,34,1,1,20
"aaparmeggiani--pg_tail",19,1,1,2,0,0,0,0,1,3,37,2,2,20
"aaparmeggiani--pg_tail",20,1,1,3,0,0,0,0,1,1,39,2,2,20
"aaparmeggiani--pg_tail",22,1,1,3,0,0,0,0,1,3,43,2,2,20
"aaparmeggiani--pg_tail",19,1,1,2,0,0,0,0,2,4,41,1,1,20
"aaparmeggiani--pg_tail",19,1,1,2,0,0,0,0,2,2,41,2,2,20
"aaparmeggiani--pg_tail",21,1,1,3,0,0,0,0,2,2,38,2,2,20
"aaparmeggiani--pg_tail",20,1,1,2,0,0,0,0,1,1,35,2,2,20
"aaparmeggiani--pg_tail",20,1,1,3,0,0,0,0,4,1,41,2,2,20
"aaparmeggiani--pg_tail",20,1,1,3,0,0,0,0,1,4,36,2,2,20
"aaparmeggiani--pg_tail",19,1,1,2,0,0,0,0,2,2,30,1,1,20
"aaparmeggiani--pg_tail",20,1,1,2,0,0,0,0,0,3,30,1,1,20
"aaparmeggiani--pg_tail",18,1,1,1,0,0,0,0,2,3,33,1,1,20
"aaparmeggiani--pg_tail",22,1,1,1,0,0,0,0,3,1,43,2,2,20
"aaparmeggiani--pg_tail",21,1,1,3,0,0,0,0,2,2,41,2,2,20
"aaparmeggiani--pg_tail",21,1,1,3,0,0,0,0,3,4,42,2,2,20
"aaparmeggiani--pg_tail",21,1,1,3,0,0,0,0,2,3,39,2,2,20
"aaparmeggiani--pg_tail",20,1,1,3,0,0,0,0,1,2,36,2,2,20
"aaparmeggiani--pg_tail",20,1,1,3,0,0,0,0,1,2,39,2,2,20
"aaparmeggiani--pg_tail",22,1,1,2,0,0,0,0,3,2,38,1,1,20
"aaparmeggiani--pg_tail",21,1,1,2,0,0,0,0,2,1,40,2,2,20
"aaparmeggiani--pg_tail",20,1,1,3,0,0,0,0,2,0,41,2,2,20
"aaparmeggiani--pg_tail",21,1,1,2,0,0,0,0,3,2,39,1,1,20
"aaparmeggiani--pg_tail",19,1,1,3,0,0,0,0,2,3,32,2,2,20
"aaparmeggiani--pg_tail",21,1,1,3,0,0,0,0,2,2,36,2,2,20
"aaparmeggiani--pg_tail",20,1,1,2,0,0,0,0,3,4,39,2,2,20
"aaparmeggiani--pg_tail",19,1,1,2,0,0,0,0,5,3,42,1,1,20
"aaparmeggiani--pg_tail",21,1,1,2,0,0,0,0,3,2,40,1,1,20
"aaparmeggiani--pg_tail",19,1,1,3,0,0,0,0,2,2,43,2,2,20
"aaparmeggiani--pg_tail",20,1,1,2,0,0,0,0,2,3,35,2,2,20
"aaparmeggiani--pg_tail",20,1,1,2,0,0,0,0,1,3,38,2,2,20
"aaparmeggiani--pg_tail",17,1,1,3,0,0,0,0,1,2,31,2,2,20
"aaparmeggiani--pg_tail",19,1,1,3,0,0,0,0,1,4,43,2,2,20
"aaparmeggiani--pg_tail",20,1,1,2,0,0,0,0,3,1,28,1,1,20
"aaparmeggiani--pg_tail",22,1,1,3,0,0,0,0,2,2,36,2,2,20
"aaparmeggiani--pg_tail",18,1,1,3,0,0,0,0,3,1,35,2,2,20
"abaelhe--amysql",21,0,1,13,0,0,0,0,1,3,49,24,69,20
"abaelhe--amysql",22,1,1,9,0,0,0,0,4,3,53,21,55,20
"abaelhe--amysql",20,1,1,9,0,0,0,0,3,2,53,21,54,20
"abaelhe--amysql",21,1,1,7,0,0,0,0,2,6,59,16,52,20
"abaelhe--amysql",25,1,1,8,0,0,0,0,2,5,56,18,53,20
"abaelhe--amysql",21,1,1,11,0,0,0,0,2,3,47,19,56,20
"abaelhe--amysql",21,1,1,12,0,0,0,0,5,3,57,23,69,20
"abaelhe--amysql",21,1,1,6,0,0,0,0,3,5,60,14,50,20
"abaelhe--amysql",23,0,1,11,0,0,0,0,2,3,54,24,69,20
"abaelhe--amysql",23,0,1,11,0,0,0,0,1,3,48,21,67,20
"abaelhe--amysql",22,0,1,9,0,0,0,0,4,3,51,18,68,20
"abaelhe--amysql",22,0,1,12,0,0,0,0,2,0,43,26,68,20
"abaelhe--amysql",24,0,1,10,0,0,0,0,2,2,53,20,67,20
"abaelhe--amysql",25,1,1,9,0,0,0,0,1,2,59,15,54,20
"abaelhe--amysql",20,1,1,9,0,0,0,0,2,6,59,19,54,20
"abaelhe--amysql",26,1,1,9,0,0,0,0,3,1,61,20,55,20
"abaelhe--amysql",22,0,1,11,0,0,0,0,2,3,58,22,67,20
"abaelhe--amysql",22,1,1,5,0,0,0,0,2,1,49,16,53,20
"abaelhe--amysql",21,1,1,8,0,0,0,0,5,5,59,20,53,20
"abaelhe--amysql",23,1,1,10,0,0,0,0,2,3,57,17,55,20
"abaelhe--amysql",23,1,1,9,0,0,0,0,1,5,53,19,55,20
"abaelhe--amysql",22,0,1,11,0,0,0,0,3,1,55,22,67,20
"abaelhe--amysql",23,1,1,8,0,0,0,0,1,2,54,18,59,20
"abaelhe--amysql",22,0,1,10,0,0,0,0,2,1,47,20,67,20
"abaelhe--amysql",23,0,1,11,0,0,0,0,4,2,51,22,70,20
"abaelhe--amysql",21,1,1,10,0,0,0,0,5,2,52,16,56,20
"abaelhe--amysql",21,1,1,11,0,0,0,0,0,3,53,26,55,20
"abaelhe--amysql",24,1,1,8,0,0,0,0,2,3,61,17,52,20
"abaelhe--amysql",23,1,1,11,0,0,0,0,1,2,61,23,56,20
"abaelhe--amysql",23,1,1,9,0,0,0,0,8,2,56,21,55,20
"abaelhe--amysql",20,1,1,9,0,0,0,0,8,2,60,21,58,20
"abaelhe--amysql",21,0,1,13,0,0,0,0,1,3,44,24,68,20
"abaelhe--amysql",20,0,1,11,0,0,0,0,3,1,50,22,69,20
"abaelhe--amysql",23,0,1,9,0,0,0,0,3,3,51,22,70,20
"abaelhe--amysql",23,1,1,9,0,0,0,0,4,4,51,21,67,20
"abaelhe--amysql",22,0,1,12,0,0,0,0,3,2,53,20,68,20
"abaelhe--amysql",24,1,1,11,0,0,0,0,2,2,54,19,57,20
"abaelhe--amysql",22,0,1,9,0,0,0,0,3,1,51,22,68,20
"abaelhe--amysql",26,0,1,11,0,0,0,0,3,3,50,22,67,20
"abaelhe--amysql",23,1,1,9,0,0,0,0,6,3,51,14,56,20
"abaelhe--amysql",21,1,1,14,0,0,0,0,4,4,49,22,68,20
"abaelhe--amysql",22,1,1,12,0,0,0,0,5,2,58,21,58,20
"abaelhe--amysql",23,0,1,10,0,0,0,0,3,0,57,23,67,20
"abaelhe--amysql",23,1,1,13,0,0,0,0,4,1,54,24,57,20
"abaelhe--amysql",21,0,1,8,0,0,0,0,6,4,52,16,67,20
"abaelhe--amysql",21,1,1,14,0,0,0,0,1,3,45,23,60,20
"abaelhe--amysql",24,0,1,13,0,0,0,0,2,1,47,23,67,20
"abaelhe--amysql",25,1,1,9,0,0,0,0,3,4,55,17,53,20
"abaelhe--amysql",24,1,1,9,0,0,0,0,2,3,60,21,54,20
"abaelhe--amysql",22,1,1,9,0,0,0,0,5,3,65,21,56,20
"abaelhe--amysql",25,1,1,7,0,0,0,0,3,2,56,18,56,20
"abaelhe--amysql",22,1,1,11,0,0,0,0,4,2,47,21,57,20
"abaelhe--amysql",22,0,1,14,0,0,0,0,4,1,41,23,70,20
"abaelhe--amysql",21,1,1,10,0,0,0,0,4,3,55,20,54,20
"abaelhe--amysql",21,1,1,10,0,0,0,0,2,2,46,16,54,20
"abaelhe--amysql",22,1,1,8,0,0,0,0,3,1,51,16,58,20
"abaelhe--amysql",22,1,1,10,0,0,0,0,2,5,49,18,57,20
"abaelhe--amysql",24,1,1,9,0,0,0,0,0,2,45,18,53,20
"abaelhe--amysql",25,1,1,13,0,0,0,0,7,0,60,21,68,20
"abaelhe--amysql",21,0,1,13,0,0,0,0,1,0,38,26,58,20
"abaelhe--amysql",23,0,1,9,0,0,0,0,1,1,47,22,68,20
"abaelhe--amysql",21,1,1,9,0,0,0,0,4,1,56,22,67,20
"abaelhe--amysql",24,1,1,7,0,0,0,0,0,5,45,11,53,20
"abaelhe--amysql",21,1,1,11,0,0,0,0,2,2,54,23,55,20
"abaelhe--amysql",23,0,1,15,0,0,0,0,3,5,55,29,68,20
"abaelhe--amysql",24,1,1,11,0,0,0,0,4,1,48,20,68,20
"abaelhe--amysql",21,1,1,12,0,0,0,0,2,2,45,21,54,20
"abaelhe--amysql",23,1,1,12,0,0,0,0,2,6,56,19,55,20
"abaelhe--amysql",24,0,1,6,0,0,0,0,3,3,55,19,67,20
"abaelhe--amysql",20,1,1,9,0,0,0,0,5,2,47,18,53,20
"abaelhe--amysql",23,1,1,10,0,0,0,0,0,5,48,19,56,20
"abaelhe--amysql",22,1,1,12,0,0,0,0,3,1,52,26,53,20
"abaelhe--amysql",23,1,1,11,0,0,0,0,3,2,47,18,57,20
"abaelhe--amysql",22,1,1,13,0,0,0,0,4,1,62,21,57,20
"abaelhe--amysql",20,0,1,13,0,0,0,0,2,2,49,24,69,20
"abaelhe--amysql",22,0,1,11,0,0,0,0,1,1,56,18,68,20
"abaelhe--amysql",21,1,1,9,0,0,0,0,6,4,58,17,67,20
"abaelhe--amysql",22,1,1,9,0,0,0,0,2,1,47,20,33,20
"abaelhe--amysql",22,1,1,7,0,0,0,0,3,2,48,19,50,20
"abaelhe--amysql",20,0,1,13,0,0,0,0,4,2,50,23,67,20
"abaelhe--amysql",24,0,1,12,0,0,0,0,3,3,53,21,56,20
"abaelhe--amysql",22,1,1,10,0,0,0,0,4,1,46,22,56,20
"abaelhe--amysql",20,1,1,8,0,0,0,0,4,1,48,16,53,20
"abaelhe--amysql",23,1,1,11,0,0,0,0,0,1,57,22,43,20
"abaelhe--amysql",23,1,1,11,0,0,0,0,3,1,58,24,55,20
"abaelhe--amysql",21,1,1,10,0,0,0,0,3,3,51,17,53,20
"abaelhe--amysql",21,1,1,13,0,0,0,0,3,4,53,21,55,20
"abaelhe--amysql",24,0,1,10,0,0,0,0,6,4,58,19,68,20
"abaelhe--amysql",23,0,1,13,0,0,0,0,6,2,64,25,68,20
"abaelhe--amysql",24,1,1,7,0,0,0,0,5,4,61,19,58,20
"abaelhe--amysql",24,0,1,11,0,0,0,0,5,2,55,20,68,20
"abaelhe--amysql",21,1,1,9,0,0,0,0,2,3,48,19,54,20
"abaelhe--amysql",21,1,1,10,0,0,0,0,7,4,60,22,51,20
"abaelhe--amysql",25,1,1,9,0,0,0,0,4,2,54,20,52,20
"abaelhe--amysql",22,1,1,11,0,0,0,0,3,3,62,23,67,20
"abaelhe--amysql",24,1,1,10,0,0,0,0,4,1,47,21,56,20
"abaelhe--amysql",20,1,1,12,0,0,0,0,2,1,56,22,39,20
"abaelhe--amysql",21,1,1,8,0,0,0,0,4,1,57,22,52,20
"abaelhe--amysql",23,1,1,8,0,0,0,0,5,2,51,17,53,20
"abaelhe--amysql",22,1,1,9,0,0,0,0,4,3,51,19,53,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,2,0,31,16,21,20
"abdsec--CVE-2016-0801",21,1,1,7,0,0,0,0,0,1,27,15,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,3,0,28,12,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,2,0,37,13,21,20
"abdsec--CVE-2016-0801",20,1,1,7,0,0,0,0,0,0,30,14,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,1,2,32,13,21,20
"abdsec--CVE-2016-0801",20,1,1,5,0,0,0,0,3,1,34,12,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,1,2,36,12,21,20
"abdsec--CVE-2016-0801",22,1,1,5,0,0,0,0,2,0,34,11,21,20
"abdsec--CVE-2016-0801",21,1,1,7,0,0,0,0,0,0,27,14,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,4,1,36,13,19,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,2,0,36,13,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,1,2,32,11,21,20
"abdsec--CVE-2016-0801",22,1,1,6,0,0,0,0,3,0,36,12,21,20
"abdsec--CVE-2016-0801",20,1,1,5,0,0,0,0,2,0,32,11,20,20
"abdsec--CVE-2016-0801",20,1,1,7,0,0,0,0,0,0,27,13,21,20
"abdsec--CVE-2016-0801",20,1,1,7,0,0,0,0,0,0,32,15,21,20
"abdsec--CVE-2016-0801",20,1,1,7,0,0,0,0,3,0,33,14,21,20
"abdsec--CVE-2016-0801",20,1,1,7,0,0,0,0,2,0,33,14,21,20
"abdsec--CVE-2016-0801",20,1,1,7,0,0,0,0,1,1,26,17,21,20
"abdsec--CVE-2016-0801",20,1,1,7,0,0,0,0,0,0,28,14,21,20
"abdsec--CVE-2016-0801",21,1,1,7,0,0,0,0,1,1,38,15,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,2,1,30,12,21,20
"abdsec--CVE-2016-0801",21,1,1,7,0,0,0,0,0,3,31,14,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,2,0,28,13,20,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,2,0,28,13,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,1,1,33,13,21,20
"abdsec--CVE-2016-0801",20,1,1,7,0,0,0,0,1,0,31,12,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,1,0,32,11,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,0,2,33,11,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,2,1,29,14,21,20
"abdsec--CVE-2016-0801",21,1,1,8,0,0,0,0,1,0,33,17,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,2,0,34,13,21,20
"abdsec--CVE-2016-0801",21,1,1,7,0,0,0,0,3,2,37,15,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,1,3,38,15,21,20
"abdsec--CVE-2016-0801",22,1,1,6,0,0,0,0,0,2,33,15,21,20
"abdsec--CVE-2016-0801",21,1,1,7,0,0,0,0,1,2,32,13,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,1,1,32,11,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,0,1,28,12,21,20
"abdsec--CVE-2016-0801",21,1,1,8,0,0,0,0,0,0,32,15,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,2,1,32,13,21,20
"abdsec--CVE-2016-0801",20,1,1,5,0,0,0,0,3,0,31,10,21,20
"abdsec--CVE-2016-0801",22,1,1,6,0,0,0,0,2,1,36,13,21,20
"abdsec--CVE-2016-0801",22,1,1,6,0,0,0,0,1,1,31,15,21,20
"abdsec--CVE-2016-0801",20,1,1,5,0,0,0,0,2,0,37,12,21,20
"abdsec--CVE-2016-0801",21,1,1,5,0,0,0,0,0,0,27,13,21,20
"abdsec--CVE-2016-0801",21,1,1,5,0,0,0,0,3,0,38,12,21,20
"abdsec--CVE-2016-0801",21,1,1,5,0,0,0,0,2,0,33,9,21,20
"abdsec--CVE-2016-0801",22,1,1,6,0,0,0,0,2,0,37,12,21,20
"abdsec--CVE-2016-0801",21,1,1,5,0,0,0,0,2,2,33,9,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,1,1,36,12,21,20
"abdsec--CVE-2016-0801",22,1,1,6,0,0,0,0,2,1,33,13,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,2,1,32,13,20,20
"abdsec--CVE-2016-0801",20,1,1,5,0,0,0,0,3,0,29,11,20,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,1,0,32,14,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,0,1,31,14,21,20
"abdsec--CVE-2016-0801",20,1,1,7,0,0,0,0,0,1,36,13,21,20
"abdsec--CVE-2016-0801",22,1,1,7,0,0,0,0,1,0,34,14,21,20
"abdsec--CVE-2016-0801",22,1,1,6,0,0,0,0,0,0,34,14,21,20
"abdsec--CVE-2016-0801",21,1,1,5,0,0,0,0,2,2,39,14,21,20
"abdsec--CVE-2016-0801",21,1,1,7,0,0,0,0,1,3,35,16,20,20
"abdsec--CVE-2016-0801",21,1,1,7,0,0,0,0,1,1,34,13,21,20
"abdsec--CVE-2016-0801",21,1,1,7,0,0,0,0,1,1,36,14,21,20
"abdsec--CVE-2016-0801",21,1,1,8,0,0,0,0,3,1,35,17,21,20
"abdsec--CVE-2016-0801",22,1,1,4,0,0,0,0,1,1,31,10,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,3,0,32,13,21,20
"abdsec--CVE-2016-0801",24,1,1,7,0,0,0,0,1,0,32,15,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,1,3,35,13,21,20
"abdsec--CVE-2016-0801",21,1,1,7,0,0,0,0,3,1,39,12,21,20
"abdsec--CVE-2016-0801",22,1,1,7,0,0,0,0,3,0,35,14,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,1,2,30,13,21,20
"abdsec--CVE-2016-0801",21,1,1,5,0,0,0,0,1,0,30,9,21,20
"abdsec--CVE-2016-0801",21,1,1,5,0,0,0,0,0,1,29,12,21,20
"abdsec--CVE-2016-0801",20,1,1,5,0,0,0,0,1,1,33,14,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,1,1,31,16,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,2,0,35,12,21,20
"abdsec--CVE-2016-0801",20,1,1,7,0,0,0,0,1,0,31,15,21,20
"abdsec--CVE-2016-0801",20,1,1,7,0,0,0,0,1,0,30,15,21,20
"abdsec--CVE-2016-0801",20,1,1,5,0,0,0,0,1,0,31,11,20,20
"abdsec--CVE-2016-0801",21,1,1,7,0,0,0,0,3,0,34,15,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,0,2,34,12,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,2,1,34,15,21,20
"abdsec--CVE-2016-0801",20,1,1,8,0,0,0,0,0,0,26,16,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,1,0,31,13,21,20
"abdsec--CVE-2016-0801",21,1,1,7,0,0,0,0,0,2,33,14,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,1,2,34,13,21,20
"abdsec--CVE-2016-0801",20,1,1,5,0,0,0,0,1,2,31,11,21,20
"abdsec--CVE-2016-0801",23,1,1,7,0,0,0,0,2,0,38,15,21,20
"abdsec--CVE-2016-0801",21,1,1,5,0,0,0,0,0,0,28,9,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,2,0,36,13,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,0,0,29,16,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,1,1,28,12,21,20
"abdsec--CVE-2016-0801",21,1,1,6,0,0,0,0,1,0,32,11,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,1,2,31,11,21,20
"abdsec--CVE-2016-0801",20,1,1,7,0,0,0,0,2,0,31,15,21,20
"abdsec--CVE-2016-0801",21,1,1,7,0,0,0,0,3,0,35,17,21,20
"abdsec--CVE-2016-0801",22,1,1,7,0,0,0,0,1,0,33,15,21,20
"abdsec--CVE-2016-0801",20,1,1,6,0,0,0,0,1,2,34,14,21,20
"abdsec--CVE-2016-0801",21,1,1,5,0,0,0,0,0,1,29,9,21,20
"abdsec--CVE-2016-0801",20,1,1,5,0,0,0,0,1,2,33,12,18,20
"adamcaudill--ccsrch",20,1,1,13,0,0,0,0,8,1,52,19,61,20
"adamcaudill--ccsrch",24,1,1,14,0,0,0,0,4,1,49,18,58,20
"adamcaudill--ccsrch",22,1,1,14,0,0,0,0,3,3,45,16,56,20
"adamcaudill--ccsrch",19,1,1,13,0,0,0,0,7,0,56,18,59,20
"adamcaudill--ccsrch",23,1,1,15,0,0,0,0,4,1,46,17,60,20
"adamcaudill--ccsrch",20,1,1,12,0,0,0,0,5,2,46,15,58,20
"adamcaudill--ccsrch",21,1,1,15,0,0,0,0,4,2,45,18,58,20
"adamcaudill--ccsrch",22,1,1,12,0,0,0,0,10,1,53,17,59,20
"adamcaudill--ccsrch",22,1,1,13,0,0,0,0,3,0,42,16,57,20
"adamcaudill--ccsrch",23,1,1,15,0,0,0,0,5,1,51,16,60,20
"adamcaudill--ccsrch",21,1,1,10,0,0,0,0,11,0,59,16,61,20
"adamcaudill--ccsrch",21,1,1,11,0,0,0,0,4,2,41,13,60,20
"adamcaudill--ccsrch",20,1,1,15,0,0,0,0,3,1,47,15,60,20
"adamcaudill--ccsrch",20,1,1,13,0,0,0,0,4,1,43,13,61,20
"adamcaudill--ccsrch",22,1,1,12,0,0,0,0,4,0,50,13,59,20
"adamcaudill--ccsrch",22,1,1,14,0,0,0,0,5,1,55,16,45,20
"adamcaudill--ccsrch",22,1,1,13,0,0,0,0,3,0,48,13,61,20
"adamcaudill--ccsrch",21,1,1,12,0,0,0,0,6,1,43,18,58,20
"adamcaudill--ccsrch",21,1,1,13,0,0,0,0,6,3,52,16,58,20
"adamcaudill--ccsrch",22,1,1,12,0,0,0,0,4,1,45,12,60,20
"adamcaudill--ccsrch",20,1,1,11,0,0,0,0,8,0,44,17,62,20
"adamcaudill--ccsrch",21,1,1,12,0,0,0,0,6,0,60,19,61,20
"adamcaudill--ccsrch",23,1,1,12,0,0,0,0,1,2,41,15,58,20
"adamcaudill--ccsrch",22,1,1,11,0,0,0,0,5,0,47,12,54,20
"adamcaudill--ccsrch",22,1,1,14,0,0,0,0,8,1,48,17,62,20
"adamcaudill--ccsrch",20,1,1,15,0,0,0,0,3,1,43,18,62,20
"adamcaudill--ccsrch",20,1,1,12,0,0,0,0,4,0,43,18,59,20
"adamcaudill--ccsrch",21,1,1,15,0,0,0,0,2,1,37,16,54,20
